Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1782347614,10,,Aggregated,1.700000,0.000000,610,690,820,860,1100,1800,2100,2200,2200,2200,2200,83,0,610,611.5057143745298,209.0012920089066,2243.7936670030467,4480.096385542169
1782347615,10,,Aggregated,1.700000,0.000000,610,690,810,860,1100,1800,2100,2200,2200,2200,2200,85,0,610,603.6515044363434,209.0012920089066,2243.7936670030467,4527.329411764706
1782347616,10,,Aggregated,2.000000,0.000000,610,680,810,860,1100,1800,2100,2200,2200,2200,2200,86,0,610,599.1614588501127,209.0012920089066,2243.7936670030467,4475.732558139535
1782347617,10,,Aggregated,2.000000,0.000000,610,680,810,860,1100,1800,2100,2200,2200,2200,2200,86,0,610,599.1614588501127,209.0012920089066,2243.7936670030467,4475.732558139535
1782347618,10,,Aggregated,2.100000,0.000000,610,690,820,860,1100,1800,2100,2200,2200,2200,2200,88,0,610,598.3769536264431,209.0012920089066,2243.7936670030467,4668.897727272727
1782347619,10,,Aggregated,1.900000,0.000000,610,680,810,860,1100,1800,2100,2200,2200,2200,2200,90,0,600,590.7224759459496,209.0012920089066,2243.7936670030467,4853.477777777778
1782347620,10,,Aggregated,1.800000,0.000000,600,680,810,860,960,1800,2100,2200,2200,2200,2200,91,0,600,586.6754478256853,209.0012920089066,2243.7936670030467,4942.725274725275
1782347621,10,,Aggregated,1.900000,0.000000,610,690,820,870,1100,1800,2100,2200,2200,2200,2200,94,0,610,599.476925554398,209.0012920089066,2243.7936670030467,4799.010638297872
1782347622,10,,Aggregated,1.700000,0.000000,610,690,820,870,1100,1800,2100,2200,2200,2200,2200,96,0,610,603.9685508033775,209.0012920089066,2243.7936670030467,4711.833333333333
1782347623,10,,Aggregated,1.700000,0.000000,610,690,820,870,1100,1800,2100,2200,2200,2200,2200,97,0,610,600.5999055167795,209.0012920089066,2243.7936670030467,4797.020618556701
1782347624,10,,Aggregated,1.600000,0.000000,610,690,820,870,1100,1800,2100,2200,2200,2200,2200,99,0,610,598.0452866375216,209.0012920089066,2243.7936670030467,4831.171717171717
1782347625,10,,Aggregated,1.600000,0.000000,610,690,820,870,1100,1800,2100,2200,2200,2200,2200,100,0,600,594.5046900209854,209.0012920089066,2243.7936670030467,4783.76
1782347626,10,,Aggregated,1.500000,0.000000,600,680,810,860,1100,1400,1900,2100,2200,2200,2200,101,0,600,590.8588845058607,209.0012920089066,2243.7936670030467,4864.861386138614
1782347627,10,,Aggregated,1.400000,0.000000,610,690,820,870,1100,1700,1900,2100,2200,2200,2200,104,0,600,601.3548052992869,209.0012920089066,2243.7936670030467,4974.048076923077
1782347628,10,,Aggregated,1.400000,0.000000,600,680,820,870,1100,1700,1900,2100,2200,2200,2200,107,0,600,590.8180007862828,209.0012920089066,2243.7936670030467,4834.588785046729
1782347629,10,,Aggregated,1.400000,0.000000,600,680,820,870,1100,1700,1900,2100,2200,2200,2200,107,0,600,590.8180007862828,209.0012920089066,2243.7936670030467,4834.588785046729
1782347630,10,,Aggregated,1.800000,0.000000,430,680,810,870,1100,1700,1900,2100,2200,2200,2200,109,0,430,585.9654679002108,209.0012920089066,2243.7936670030467,4865.743119266055
1782347631,10,,Aggregated,1.700000,0.000000,600,690,820,870,1100,1700,1900,2100,2200,2200,2200,111,0,600,589.5820979832836,209.0012920089066,2243.7936670030467,4906.036036036036
1782347632,10,,Aggregated,1.800000,0.000000,430,680,810,870,1100,1700,1900,2100,2200,2200,2200,114,0,430,581.731711992465,209.0012920089066,2243.7936670030467,4890.745614035088
1782347633,10,,Aggregated,1.800000,0.000000,430,680,810,870,1100,1700,1900,2100,2200,2200,2200,115,0,430,578.5570329751151,209.0012920089066,2243.7936670030467,4849.0
1782347634,10,,Aggregated,1.700000,0.000000,430,680,810,870,1100,1700,1900,2100,2200,2200,2200,117,0,430,578.7744369667768,209.0012920089066,2243.7936670030467,4877.008547008547
1782347635,10,,Aggregated,1.800000,0.000000,430,680,810,870,1100,1700,1900,2100,2200,2200,2200,119,0,430,576.1043708076888,209.0012920089066,2243.7936670030467,5013.109243697479
1782347636,10,,Aggregated,1.800000,0.000000,430,680,810,870,1100,1700,1900,2100,2200,2200,2200,120,0,370,573.3349201509554,209.0012920089066,2243.7936670030467,4971.333333333333
1782347637,10,,Aggregated,1.800000,0.000000,430,680,810,870,1100,1700,1900,2100,2200,2200,2200,120,0,370,573.3349201509554,209.0012920089066,2243.7936670030467,4971.333333333333
1782347638,10,,Aggregated,2.000000,0.000000,370,670,780,860,1100,1400,1900,2100,2200,2200,2200,122,0,340,568.4489658535134,209.0012920089066,2243.7936670030467,4890.573770491803
1782347639,10,,Aggregated,2.000000,0.000000,430,670,780,860,1100,1400,1900,2100,2200,2200,2200,124,0,370,570.4570974607299,209.0012920089066,2243.7936670030467,4821.604838709677
1782347640,10,,Aggregated,1.700000,0.000000,430,670,770,860,1100,1400,1900,2100,2200,2200,2200,125,0,430,570.8693646809552,209.0012920089066,2243.7936670030467,4792.864
1782347641,10,,Aggregated,1.700000,0.000000,430,670,770,860,1100,1400,1900,2100,2200,2200,2200,128,0,430,568.0055481964246,209.0012920089066,2243.7936670030467,4782.6015625
1782347642,10,,Aggregated,1.700000,0.000000,430,670,770,860,1100,1400,1900,2100,2200,2200,2200,128,0,430,568.0055481964246,209.0012920089066,2243.7936670030467,4782.6015625
1782347643,10,,Aggregated,1.700000,0.000000,430,670,760,860,1100,1400,1900,2100,2200,2200,2200,129,0,430,568.373305574619,209.0012920089066,2243.7936670030467,4755.054263565891
1782347644,10,,Aggregated,1.600000,0.000000,430,680,770,860,960,1400,1900,2100,2200,2200,2200,131,0,430,572.2960121076526,209.0012920089066,2243.7936670030467,4790.885496183206
1782347645,10,,Aggregated,1.400000,0.000000,430,680,770,860,960,1400,1900,2100,2200,2200,2200,132,0,430,569.6547923190254,209.0012920089066,2243.7936670030467,4754.590909090909
1782347646,10,,Aggregated,1.600000,0.000000,430,670,760,860,960,1400,1900,2100,2200,2200,2200,135,0,430,562.0946787194246,209.0012920089066,2243.7936670030467,4649.6
1782347647,10,,Aggregated,1.400000,0.000000,430,670,760,860,960,1400,1900,2100,2200,2200,2200,137,0,430,562.2219562198692,209.0012920089066,2243.7936670030467,4771.138686131387
1782347648,10,,Aggregated,1.400000,0.000000,430,670,760,860,960,1400,1900,2100,2200,2200,2200,139,0,430,559.1385992310469,209.0012920089066,2243.7936670030467,4795.8345323741005
1782347649,10,,Aggregated,1.600000,0.000000,430,670,770,860,960,1400,1900,2100,2200,2200,2200,140,0,430,561.704956558034,209.0012920089066,2243.7936670030467,4770.357142857143
1782347650,10,,Aggregated,1.700000,0.000000,430,670,770,860,920,1200,1900,2100,2200,2200,2200,143,0,430,559.4870259379236,209.0012920089066,2243.7936670030467,4678.874125874126
1782347651,10,,Aggregated,1.500000,0.000000,430,670,770,860,920,1200,1900,2100,2200,2200,2200,144,0,430,559.0130416745119,209.0012920089066,2243.7936670030467,4647.006944444444
1782347652,10,,Aggregated,1.500000,0.000000,430,670,770,860,920,1200,1900,2100,2200,2200,2200,145,0,430,561.142942538798,209.0012920089066,2243.7936670030467,4704.441379310345
1782347653,10,,Aggregated,1.700000,0.000000,430,670,770,860,920,1200,1900,2100,2200,2200,2200,148,0,430,560.3061123454953,209.0012920089066,2243.7936670030467,4713.358108108108
1782347654,10,,Aggregated,1.700000,0.000000,430,670,760,860,920,1200,1900,2100,2200,2200,2200,149,0,430,558.4226199806646,209.0012920089066,2243.7936670030467,4682.3288590604025
1782347655,10,,Aggregated,1.600000,0.000000,430,670,760,860,920,1200,1900,2100,2200,2200,2200,150,0,430,556.4483347407077,209.0012920089066,2243.7936670030467,4737.613333333334
1782347656,10,,Aggregated,1.800000,0.000000,370,660,750,860,920,1200,1800,2100,2200,2200,2200,153,0,370,550.6792628113865,209.0012920089066,2243.7936670030467,4814.915032679739
1782347657,10,,Aggregated,1.800000,0.000000,370,660,750,860,920,1200,1800,2100,2200,2200,2200,154,0,340,548.5280113776257,209.0012920089066,2243.7936670030467,4867.902597402597
1782347658,10,,Aggregated,1.800000,0.000000,340,660,750,860,920,1200,1800,2100,2200,2200,2200,155,0,340,546.7716908782736,209.0012920089066,2243.7936670030467,4920.206451612903
1782347659,10,,Aggregated,1.800000,0.000000,340,660,740,830,920,1200,1800,2100,2200,2200,2200,158,0,330,543.668674861554,209.0012920089066,2243.7936670030467,4835.132911392405
1782347660,10,,Aggregated,1.800000,0.000000,340,660,740,830,920,1200,1800,2100,2200,2200,2200,158,0,330,543.668674861554,209.0012920089066,2243.7936670030467,4835.132911392405
1782347661,10,,Aggregated,1.900000,0.000000,330,660,730,820,920,1100,1800,2100,2200,2200,2200,161,0,330,540.4496162118222,209.0012920089066,2243.7936670030467,4825.627329192546
1782347662,10,,Aggregated,1.900000,0.000000,340,660,740,820,920,1100,1800,2100,2200,2200,2200,162,0,330,541.757872698248,209.0012920089066,2243.7936670030467,4803.425925925926
1782347663,10,,Aggregated,1.900000,0.000000,340,660,740,820,920,1100,1800,2100,2200,2200,2200,162,0,330,541.757872698248,209.0012920089066,2243.7936670030467,4803.425925925926
1782347664,10,,Aggregated,1.700000,0.000000,330,660,740,830,920,1100,1800,2100,2200,2200,2200,165,0,330,540.8026495038278,209.0012920089066,2243.7936670030467,4873.909090909091
1782347665,10,,Aggregated,1.700000,0.000000,330,660,740,820,920,1100,1800,2100,2200,2200,2200,168,0,320,535.170833339916,209.0012920089066,2243.7936670030467,4941.339285714285
1782347666,10,,Aggregated,1.700000,0.000000,330,660,740,820,920,1100,1800,2100,2200,2200,2200,168,0,320,535.170833339916,209.0012920089066,2243.7936670030467,4941.339285714285
1782347667,10,,Aggregated,1.400000,0.000000,320,660,730,820,920,1100,1800,2100,2200,2200,2200,169,0,320,533.3571526219864,209.0012920089066,2243.7936670030467,4912.100591715976
1782347668,10,,Aggregated,1.600000,0.000000,330,660,740,820,920,1100,1800,2100,2200,2200,2200,171,0,330,533.9632154156778,209.0012920089066,2243.7936670030467,4937.713450292397
1782347669,10,,Aggregated,1.600000,0.000000,330,660,730,820,920,1100,1800,2100,2200,2200,2200,173,0,330,532.7535029080148,209.0012920089066,2243.7936670030467,4881.1502890173415
1782347670,10,,Aggregated,1.600000,0.000000,320,660,730,820,920,1100,1800,2100,2200,2200,2200,175,0,320,529.1680504977038,209.0012920089066,2243.7936670030467,4899.5085714285715
1782347671,10,,Aggregated,1.400000,0.000000,330,660,730,820,920,1100,1800,2100,2200,2200,2200,177,0,330,531.3486210175785,209.0012920089066,2243.7936670030467,4851.090395480226
1782347672,10,,Aggregated,1.600000,0.000000,330,660,730,820,920,1100,1800,2100,2200,2200,2200,178,0,320,529.5793773602169,209.0012920089066,2243.7936670030467,4824.342696629214
1782347673,10,,Aggregated,1.700000,0.000000,330,660,740,820,920,1100,1800,2100,2200,2200,2200,180,0,320,529.7519662229913,209.0012920089066,2243.7936670030467,4914.905555555555
1782347674,10,,Aggregated,1.500000,0.000000,320,660,730,820,910,1100,1800,2100,2200,2200,2200,181,0,320,528.2146952327892,209.0012920089066,2243.7936670030467,4887.751381215469
1782347675,10,,Aggregated,1.500000,0.000000,320,660,730,820,910,1100,1800,2100,2200,2200,2200,183,0,320,525.0954731590817,209.0012920089066,2243.7936670030467,4905.234972677596
1782347676,10,,Aggregated,1.700000,0.000000,320,660,730,820,910,1100,1800,2100,2200,2200,2200,184,0,320,525.7685973973939,209.0012920089066,2243.7936670030467,4878.576086956522
1782347677,10,,Aggregated,1.700000,0.000000,320,660,730,820,910,1100,1800,2100,2200,2200,2200,185,0,320,526.8512585790312,209.0012920089066,2243.7936670030467,4852.691891891892
1782347678,10,,Aggregated,1.500000,0.000000,330,660,730,820,920,1100,1900,2200,2200,2200,2200,187,0,330,536.4881943160217,209.0012920089066,2243.7936670030467,4807.363636363636
1782347679,10,,Aggregated,1.600000,0.000000,330,660,730,820,920,1200,2100,2200,2200,2200,2200,190,0,330,544.9153309424506,209.0012920089066,2243.7936670030467,4800.221052631579
1782347680,10,,Aggregated,1.600000,0.000000,330,660,730,820,920,1200,2100,2200,2200,2200,2200,190,0,330,544.9153309424506,209.0012920089066,2243.7936670030467,4800.221052631579
1782347681,10,,Aggregated,1.600000,0.000000,330,660,730,820,920,1200,2100,2200,2200,2200,2200,191,0,330,545.6131518536847,209.0012920089066,2243.7936670030467,4843.020942408377
1782347682,10,,Aggregated,1.600000,0.000000,370,660,740,830,920,1400,2100,2200,2200,2200,2200,194,0,340,551.427617938541,209.0012920089066,2243.7936670030467,4901.8917525773195
1782347683,10,,Aggregated,1.500000,0.000000,340,660,740,830,920,1400,2100,2200,2200,2200,2200,195,0,340,550.0252139184457,209.0012920089066,2243.7936670030467,4943.292307692308
1782347684,10,,Aggregated,1.500000,0.000000,340,660,740,820,920,1400,2100,2200,2200,2200,2200,196,0,330,548.377488974995,209.0012920089066,2243.7936670030467,4984.2704081632655
1782347685,10,,Aggregated,1.600000,0.000000,340,660,730,820,920,1400,2100,2200,2200,2200,2200,200,0,330,544.527462945407,209.0012920089066,2243.7936670030467,5014.785
1782347686,10,,Aggregated,1.500000,0.000000,330,660,730,820,920,1200,1900,2200,2200,2200,2200,201,0,330,542.9144602292681,209.0012920089066,2243.7936670030467,4989.835820895522
1782347687,10,,Aggregated,1.400000,0.000000,330,660,730,820,920,1400,2100,2200,2200,2200,2200,204,0,330,547.7995055444611,209.0012920089066,2243.7936670030467,4986.083333333333
1782347688,10,,Aggregated,1.400000,0.000000,330,660,730,820,920,1400,2100,2200,2200,2200,2200,204,0,330,547.7995055444611,209.0012920089066,2243.7936670030467,4986.083333333333
1782347689,10,,Aggregated,1.600000,0.000000,330,650,730,820,920,1400,2100,2200,2200,2200,2200,207,0,330,543.9558369858339,209.0012920089066,2243.7936670030467,5039.618357487922
1782347690,10,,Aggregated,1.800000,0.000000,330,650,730,820,920,1400,2100,2200,2200,2200,2200,208,0,330,542.4176488657115,209.0012920089066,2243.7936670030467,5015.389423076923
