Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1782403286,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1782403287,5,,Aggregated,0.000000,0.000000,950,950,970,970,970,970,970,970,970,970,970,3,0,950,954.9774440238252,945.1598330051638,967.5797080271877,12975.0
1782403288,5,,Aggregated,0.000000,0.000000,950,950,970,970,970,970,970,970,970,970,970,3,0,950,954.9774440238252,945.1598330051638,967.5797080271877,12975.0
1782403289,5,,Aggregated,0.000000,0.000000,950,950,970,970,970,970,970,970,970,970,970,3,0,950,954.9774440238252,945.1598330051638,967.5797080271877,12975.0
1782403290,5,,Aggregated,1.500000,0.000000,970,970,1500,1500,1500,1500,1500,1500,1500,1500,1500,4,0,950,1099.5818017690908,945.1598330051638,1533.3948750048876,9731.25
1782403291,5,,Aggregated,1.000000,0.000000,950,970,970,1500,1500,1500,1500,1500,1500,1500,1500,5,0,950,1038.6544832144864,794.9452089960687,1533.3948750048876,7785.0
1782403292,5,,Aggregated,1.000000,0.000000,950,970,970,1500,1500,1500,1500,1500,1500,1500,1500,5,0,950,1038.6544832144864,794.9452089960687,1533.3948750048876,7785.0
1782403293,5,,Aggregated,0.800000,0.000000,970,970,1500,1500,1500,1500,1500,1500,1500,1500,1500,6,0,950,1121.4174998458475,794.9452089960687,1535.232583002653,8650.0
1782403294,5,,Aggregated,0.833333,0.000000,970,1300,1500,1500,1500,1500,1500,1500,1500,1500,1500,7,0,970,1151.8637557247919,794.9452089960687,1535.232583002653,7414.285714285715
1782403295,5,,Aggregated,0.714286,0.000000,1300,1500,1500,1800,1800,1800,1800,1800,1800,1800,1800,10,0,1300,1297.3125207063276,794.9452089960687,1817.5425000372343,5190.0
1782403296,5,,Aggregated,0.750000,0.000000,1300,1300,1500,1500,1800,1800,1800,1800,1800,1800,1800,12,0,970,1159.084489501159,232.67549998126924,1817.5425000372343,5406.25
1782403297,5,,Aggregated,0.750000,0.000000,1300,1300,1500,1500,1800,1800,1800,1800,1800,1800,1800,12,0,970,1159.084489501159,232.67549998126924,1817.5425000372343,5406.25
1782403298,5,,Aggregated,1.000000,0.000000,970,1300,1500,1500,1800,1800,1800,1800,1800,1800,1800,13,0,970,1124.3994006161722,232.67549998126924,1817.5425000372343,4990.384615384615
1782403299,5,,Aggregated,1.000000,0.000000,970,1300,1500,1500,1800,1800,1800,1800,1800,1800,1800,13,0,970,1124.3994006161722,232.67549998126924,1817.5425000372343,4990.384615384615
1782403300,5,,Aggregated,0.900000,0.000000,950,1300,1500,1500,1800,1800,1800,1800,1800,1800,1800,16,0,950,1013.4772656274436,232.60937503073364,1817.5425000372343,4942.4375
1782403301,5,,Aggregated,1.000000,0.000000,950,1300,1300,1500,1800,1800,1800,1800,1800,1800,1800,17,0,950,994.7442720603088,232.60937503073364,1817.5425000372343,4651.705882352941
1782403302,5,,Aggregated,1.000000,0.000000,790,970,1300,1500,1800,1800,1800,1800,1800,1800,1800,19,0,790,914.420570158032,230.6710829725489,1817.5425000372343,4844.9473684210525
1782403303,5,,Aggregated,1.000000,0.000000,790,970,1300,1500,1800,1800,1800,1800,1800,1800,1800,20,0,710,880.0653666519793,227.31650003697723,1817.5425000372343,4602.7
1782403304,5,,Aggregated,1.300000,0.000000,790,950,1300,1300,1500,1800,1800,1800,1800,1800,1800,21,0,790,881.6611607159887,227.31650003697723,1817.5425000372343,5001.380952380952
1782403305,5,,Aggregated,1.500000,0.000000,710,950,1300,1300,1500,1800,1800,1800,1800,1800,1800,23,0,710,825.4925199156708,227.31650003697723,1817.5425000372343,5694.739130434783
